activity_type,intensity_level,duration_minutes,heart_rate_avg,calories_burned,distance_km,steps_count,sleep_hours_prev,user_age,is_morning
yoga,high,86.47915037195384,150.7378441305425,58.72176821828796,0.0,7616.0,5.699425656507594,43,1
weightlifting,low,45.453459936910164,110.58334609558233,609.9343401352602,0.0,13070.0,4.6569561156038795,42,0
running,high,53.17155311610475,139.15785945080353,101.49547465209798,0.10626317255257645,5418.0,5.694990976206439,29,0
yoga,high,23.17011127823786,,556.956080884166,0.0,8972.0,6.059844047408227,25,1
cycling,low,72.85837104523841,153.2045760992138,270.72844334691,15.995393479322269,888.0,6.390167638587147,50,1
swimming,medium,36.27807543890659,122.97366809712818,620.6137887174797,19.472498804670934,5814.0,7.225144290552243,46,1
weightlifting,medium,88.40252348142302,145.6214242814355,289.65515694728384,0.0,,4.450919919472877,51,1
cycling,high,34.78369392532694,102.07506060521388,611.8652371052018,5.039099498559176,2252.0,6.782942890712588,27,1
yoga,high,60.562874685780095,110.08990505432541,383.6958653203382,0.0,12245.0,3.5408770719678935,48,0
running,low,45.96905990174075,107.84349751294644,194.0811969816655,1.8361824725832654,5691.0,6.6662517865934525,21,1
cycling,medium,65.16185427121953,157.79517341690047,494.8530020166877,5.485411366367458,14681.0,5.754225566288575,18,0
weightlifting,low,27.697531579491134,114.35679063381869,454.63382893205767,0.0,,3.8091253294446874,25,0
swimming,high,26.225878675878565,119.97541924255972,460.52312743075896,8.36685661785836,9075.0,4.540168547600691,50,0
swimming,low,77.21743470848541,156.4783144014981,328.29461605002035,10.854678587705813,9569.0,3.3892393222753197,40,1
cycling,medium,77.70010765323497,152.25564706805903,183.13313549867283,17.373685251215264,10146.0,5.2339317756471235,43,0
running,high,61.0280087007621,,434.56408488878657,12.62526707037792,2261.0,5.422678091053078,42,1
swimming,medium,92.8971709554637,104.58863357832286,114.25369768237188,13.080001585116364,6604.0,5.932694391062269,44,1
yoga,high,28.519754340611694,144.56383489080304,465.3333647868979,0.0,3593.0,3.4191443794833907,31,0
swimming,medium,,88.59772718954252,431.23207993442645,4.216572903477688,,7.294097819167777,48,1
yoga,high,25.20885801943776,,275.9075153526153,0.0,1450.0,4.9136016427746245,18,0
cycling,medium,96.79219488048517,150.114705374662,529.1140074836633,19.75076781872698,14517.0,4.690821735440647,33,0
yoga,medium,66.13234552955365,153.41139318661226,166.41528560422674,0.0,3225.0,8.348192522295859,20,0
yoga,medium,64.61954092090133,98.67810149293214,284.2753482786329,0.0,10076.0,6.606674002080673,23,0
weightlifting,medium,97.35028868193614,86.29761204085239,528.7603316582126,0.0,4506.0,6.952040121930732,55,0
swimming,medium,80.83294424098939,143.0181998766564,278.2852223859942,17.377315412707073,,6.188534648932248,43,0
running,medium,,129.7422452316819,477.95471847467127,12.617649324668552,9933.0,4.2971823899637185,51,0
yoga,high,14.868438208386873,99.00038540990698,417.5106824991871,0.0,1974.0,3.9051857654025737,43,1
swimming,medium,,120.47145553688051,614.6005851455611,10.526393262116578,12676.0,4.104879473144522,42,1
weightlifting,medium,17.64052949489212,85.71345776601733,645.0060301941178,0.0,14174.0,5.044105922611162,51,0
swimming,high,27.417482331896295,136.00698564182508,484.2057527904778,11.456402826282652,13558.0,4.0203529118866435,44,0
cycling,low,29.24802916229325,122.13803647728452,535.3062854208019,6.272490553696272,8545.0,5.866699472121557,39,0
running,medium,87.27777389493139,136.37182915520123,141.71901388740372,15.627986496282409,2181.0,8.804212181996665,41,0
swimming,medium,21.407948174647487,87.05354984076632,477.73415753994107,16.55040845296577,2886.0,7.437450879938163,41,0
yoga,high,36.70819915505045,131.5852018641003,558.5746281527204,0.0,13918.0,4.8656555441045946,32,0
yoga,medium,54.356228103189935,109.626870651581,290.73544879557886,0.0,8284.0,4.838740009754435,46,1
weightlifting,medium,86.45143700705832,119.94468527948865,381.95002387612453,0.0,2708.0,7.692682117298535,35,0
cycling,low,,106.8385999806813,337.69265105651726,14.486513545607874,13260.0,8.846927876923026,45,1
swimming,high,73.73302936185175,130.72692210870156,625.1137998796229,16.163590058603646,9623.0,6.686811642437546,38,0
weightlifting,medium,29.231849748749333,125.46087480576054,240.36670416602942,0.0,,4.53988350308884,49,0
cycling,medium,59.04844133122037,129.36918056729778,291.2507161626595,9.83344323512041,5644.0,5.696430056081806,47,0
cycling,low,73.53631386881983,85.07036965422861,50.55187346651946,9.51823220490018,6164.0,3.9461520112775075,19,0
weightlifting,high,14.669427495396263,98.01132808089869,302.11072081587827,0.0,3592.0,5.605241365589375,50,0
swimming,medium,,85.7523648617112,428.86166367937403,3.0986655567317323,,8.34246222128845,55,1
swimming,medium,43.145365162517294,110.66382798510395,610.9766565119902,19.139107409064476,13143.0,4.216076146396826,31,1
yoga,high,,118.4806795020545,604.2059508546407,0.0,7015.0,5.650387610101544,48,0
swimming,medium,70.25799530274986,88.98735542100309,246.4098879944587,5.259662098393312,8214.0,6.793430535316606,53,1
weightlifting,low,70.22147465313422,133.40712679141325,643.3166153714116,0.0,4832.0,8.689498830230267,38,0
yoga,low,57.07447979732708,118.98854050344305,162.60496414071127,0.0,11269.0,6.776475074731131,23,0
running,low,59.92636892185803,120.02637696518889,543.9512108216189,1.6948745040844249,377.0,5.6583921651932645,48,1
running,low,,127.79726728022538,144.35569225042673,14.644595025121738,5582.0,6.919887946205218,53,0
swimming,medium,54.566865238186196,154.79027168832957,293.05919171669575,16.32812291835386,455.0,4.767709501298321,31,0
weightlifting,low,21.286852538072786,127.1091973326719,94.08398708436654,0.0,1843.0,3.594280874831389,27,0
running,medium,53.2672301733458,87.47860507605294,564.8233587188104,19.07514696329497,,7.994356905791425,50,0
yoga,high,58.262043301283036,,547.2788425859135,0.0,9866.0,5.7997706994254585,39,1
yoga,medium,79.66943346792866,135.5114501625868,133.87357912562976,0.0,6423.0,8.560620640562327,18,0
yoga,medium,,,366.2638859342495,0.0,7856.0,4.126911883763697,26,0
weightlifting,low,11.764037669644859,140.42297804014765,204.88489814978382,0.0,13092.0,3.0782005997952555,27,0
running,high,57.49749398921529,120.85110440882764,345.06542001130174,15.436418306682125,5163.0,6.089250887522188,42,1
swimming,low,28.470924320507912,110.37508395757406,381.9236035695493,5.70625666943128,8854.0,7.279269035088479,41,0
weightlifting,high,76.7131770874932,139.15589539425437,113.75723071925432,0.0,10255.0,8.938152060269813,39,0
cycling,medium,44.98275073750631,94.6384644837266,568.6253378606795,9.218081844134325,5331.0,6.8269196318230465,32,0
running,medium,44.24258477195222,102.7850081927574,217.21779142058722,2.4994606548073772,7786.0,3.5522868622237045,34,1
swimming,high,91.85091217923673,103.35526578753432,318.27399294462396,11.744908966930687,11478.0,6.351357878205571,39,0
running,high,45.36733995596881,113.22544344210263,84.35515802944924,19.343508939485222,13637.0,5.317229970820893,41,0
cycling,high,41.396641943640105,152.56910794452716,51.6471238449427,3.6974100837254853,2265.0,4.109162517806101,41,1
weightlifting,medium,41.321776182243056,145.00317039825435,167.09571295819174,0.0,14001.0,7.914813670532468,48,0
yoga,low,53.26890132723237,145.7282709409059,255.00511047100437,0.0,77.0,7.286098983146725,59,0
weightlifting,high,18.396289787627243,130.49198904444881,606.8680526087443,0.0,11294.0,7.85100214417376,49,0
weightlifting,high,59.207266715114315,80.65710562691552,583.8369731057285,0.0,12157.0,6.661274153663883,38,0
weightlifting,medium,92.92847158304035,102.89064431004887,338.30060998768784,0.0,2051.0,7.18585513341147,59,1
cycling,medium,,120.14395221514158,322.85589114954877,10.99578560285259,6283.0,7.119859376816031,23,0
swimming,low,76.95191866154924,,450.1958263123284,17.4344386910522,12228.0,4.5230105730485,58,0
yoga,high,,109.10227400712506,565.2529414759125,0.0,,6.35898484821719,39,1
cycling,low,85.79038483890227,124.0447570829068,252.37850344921938,8.97124134217474,9426.0,8.23510678958252,38,1
weightlifting,medium,76.96057092512329,,526.1927166551936,0.0,11895.0,5.218936060828943,53,1
running,low,83.18473652751048,107.31251936510048,289.3923518528263,17.44208964714964,7695.0,3.999763388393431,43,0
weightlifting,high,83.8125137464261,,406.43232943262444,0.0,10887.0,3.1317902066285335,52,0
yoga,medium,32.83796752858299,127.60217714597601,492.48018967413617,0.0,3396.0,3.4740458029945036,33,0
cycling,low,53.37667424695443,122.0265514194337,350.8143226502757,16.137332097934486,2977.0,5.613000357639896,41,0
yoga,low,40.844507559266354,130.38327324471462,464.46546272401963,0.0,5446.0,3.1183453602427207,45,1
swimming,low,33.55599642657887,118.78839743608805,468.38808941528066,4.380456568278495,2691.0,7.071304756114363,27,1
weightlifting,low,61.43964248103675,89.03780442407984,53.42761395675091,0.0,5190.0,7.344537505837008,50,0
weightlifting,high,38.60973305568311,151.75246252898916,73.43931995348865,0.0,14221.0,8.608593046903115,24,1
cycling,high,65.6790891195387,157.57861853282301,139.42298648932973,11.804965880398052,8599.0,7.45737337588816,23,1
swimming,medium,62.41748772445814,146.6530925334631,178.18108060953952,18.945101024220513,5101.0,5.560317376550455,29,0
cycling,low,19.39590769437742,108.30334908956544,171.92876425671912,7.075840254444927,4072.0,7.659219318812553,52,1
yoga,low,,130.7131782367915,79.37934905176978,0.0,14280.0,7.552209295642219,37,1
yoga,medium,45.08693865821977,141.6610475989731,180.32684134986792,0.0,6667.0,3.393532417137364,19,1
weightlifting,medium,73.59871699903462,84.97979038727406,410.56842164017814,0.0,14705.0,3.160279237718088,26,0
weightlifting,medium,17.93195594293472,143.15562771954697,581.6450968582119,0.0,7732.0,4.163606852891461,41,0
weightlifting,medium,25.206235521399748,86.79155655885238,259.7022846036987,0.0,7817.0,8.692502150743014,20,1
weightlifting,medium,56.13377103599421,155.1859349513635,269.84287934382934,0.0,13448.0,5.285294111928435,31,1
weightlifting,medium,46.413435596303394,99.31691894186613,300.04503988686145,0.0,11141.0,7.907399382604205,26,0
running,medium,,,458.2050698276784,1.6749514745935623,8709.0,5.187574108383661,46,0
running,medium,39.95710189802653,98.56596873543599,521.1643713252871,16.959628202697402,,6.89886692884934,24,1
swimming,high,27.749689151049637,,614.5748493857566,18.076405413001634,13172.0,5.2395493239806,33,1
cycling,high,93.86608809377756,146.5178533596084,275.4200248878269,11.169630589435876,,7.926193642204466,36,0
weightlifting,high,31.95068439907314,159.00337037000173,474.0645226843538,0.0,13841.0,6.092995836402627,55,1
yoga,low,23.235787668991115,136.4557683666124,254.98040598450194,0.0,1030.0,8.668398516556081,34,0
swimming,medium,35.1904738886392,146.77803837380327,544.4010791857057,15.119035319294042,,7.873681596993894,23,0
swimming,high,40.575193961367816,111.34289044422857,188.38934224330296,4.9953068537768575,7792.0,8.881271919131503,35,0
swimming,medium,30.26043933934254,,572.6082271047296,14.581294881047759,14264.0,4.989056866960996,33,0
weightlifting,low,,110.77157866099994,353.0631518602233,0.0,3764.0,4.661976940713536,41,0
running,medium,94.32404611009292,154.3877195245194,485.20641900127856,7.6939433309622185,12090.0,6.8816654089897265,23,0
swimming,medium,21.341696636359956,141.88024262593802,370.99580884862485,4.763818472937455,10147.0,7.227796422606362,35,0
yoga,high,47.364815159501816,,239.67280957137172,0.0,10756.0,5.556150285755999,45,1
swimming,medium,70.13416969305732,142.73759352833954,346.58113954307197,5.189706233271534,9444.0,3.909363124128731,35,0
weightlifting,low,89.6243484236868,85.32092776163734,80.27024819481257,0.0,14573.0,4.494412613058834,57,0
weightlifting,low,99.98227254566784,154.00611013809822,75.7955389427682,0.0,,8.992566870529615,33,1
weightlifting,high,22.9273251712917,135.4500796461325,367.9779958416378,0.0,5974.0,4.838064386752645,54,0
swimming,high,58.35679519845846,106.17594372180196,336.30468554168937,13.336100639651448,3043.0,4.993622127040789,31,0
weightlifting,medium,89.30804758529426,131.75577204666996,549.8823957098671,0.0,760.0,6.0846439123039975,34,0
running,low,14.772670737257963,142.74208177736205,62.07357074753652,6.895821368241053,,3.69839826153261,47,1
yoga,low,62.94638402702127,130.26520351473593,384.1302864190016,0.0,13731.0,3.9041058952159458,40,0
cycling,high,25.652021444946428,150.92831471449927,344.3822626090894,13.942587752214434,12602.0,7.758964618968293,57,1
cycling,low,79.1047235948886,113.22856065286146,408.79828253039454,10.750920532422226,1686.0,5.9514541533636685,55,0
yoga,medium,,105.60085340292623,487.7471744766348,0.0,9056.0,4.312227859568854,29,1
yoga,high,58.445937339461125,109.67629822956033,364.84436528197784,0.0,7187.0,8.437562261948395,31,0
weightlifting,low,10.806982592539217,102.53895652586303,387.82293221382304,0.0,,4.60375162241317,45,0
cycling,high,15.78252894832379,118.32571155630814,345.07032776508004,5.0256501379919705,9889.0,7.114702759716169,51,0
weightlifting,low,47.41317315273001,140.59207078073064,419.1241993463033,0.0,4599.0,7.174252274038367,22,0
weightlifting,low,86.25735732085377,149.96523988035386,198.8763290317149,0.0,14420.0,3.5688105339541645,56,0
cycling,low,31.309023040329794,130.6200974188061,381.56805746691805,17.937573557102223,6987.0,3.464525966668842,32,1
running,low,70.22238158189566,142.86030793950172,453.43209104676725,18.777585656477697,9421.0,7.637119122394179,24,0
yoga,medium,46.47770579115393,157.60568321774093,164.66766854164274,0.0,9528.0,3.815485667782282,29,0
weightlifting,low,33.863967115122676,132.7765347624952,644.2202483383616,0.0,2758.0,4.173764403633049,51,1
swimming,medium,73.35001972244683,86.77061010669695,497.8756875977342,18.74390800530789,927.0,8.232672886197054,28,0
running,high,37.74310801433555,130.04732800266044,623.1987600811277,8.620393937796642,6172.0,6.305027842588241,22,0
running,medium,43.46928542885402,81.58581150335462,226.36782271295257,15.075906327159634,,8.366400432166866,43,1
cycling,low,78.87792778909277,134.21339275519216,316.0957259568953,4.595062202375447,12228.0,8.3209900248135,56,1
yoga,high,54.567991773913405,159.8730438611326,206.863132686809,0.0,10949.0,7.379331554515492,31,0
cycling,low,80.55267048595536,119.0873280609461,78.01496922315488,3.4874187012149416,1698.0,3.5181181116846822,39,1
running,medium,56.46704780531181,154.6414784299256,60.00610296234259,5.237687738408699,13700.0,6.118951704153672,34,0
yoga,high,24.397449851799824,81.56659799462147,198.0487046958488,0.0,12030.0,4.533595969793951,57,0
yoga,medium,49.93280417788537,157.21126488692641,566.7575193501651,0.0,13165.0,4.015723888502915,54,0
running,medium,88.54885563696767,93.47049633115444,148.21649636015138,13.388864885516389,7849.0,5.600126672711589,38,0
swimming,low,60.84260605301276,147.1618238714251,463.7735601134396,16.8552037907429,13734.0,7.822221805662943,59,0
cycling,low,96.83339946281438,103.86326086681531,199.62913423507462,3.1512251602557595,699.0,8.667833852361712,27,1
swimming,low,10.103357236950766,111.46009972618253,89.3497619944029,3.9840234272018282,454.0,6.061150694278771,35,0
running,low,40.63298194465893,,165.49193744884948,7.947706058647235,303.0,6.047800879361407,41,1
yoga,high,79.21451387723168,82.99459310689672,456.75580584226805,0.0,3791.0,8.273930927298691,50,0
cycling,medium,71.75358651866583,140.17547914940232,350.9937228701156,12.759490949008098,3728.0,6.487169600633517,47,0
swimming,high,60.48807799043946,139.6886129830728,379.4186246663136,2.341180303006196,,7.991017524554846,35,0
swimming,medium,69.73687271391479,89.88040781694329,321.8985670031603,11.652480550100258,8505.0,5.983387774084321,57,0
yoga,high,88.87878127519483,129.80556977889347,214.6087560490047,0.0,584.0,8.823762701863554,59,0
running,medium,71.5196298278007,100.60516550718869,343.00869862787386,2.3490461752121283,8855.0,7.237069023984306,53,1
cycling,medium,59.25057029139637,151.736047131776,603.4676763734217,8.962665868165978,2490.0,5.726180313368648,37,0
yoga,low,60.6221622475354,90.73503001822941,170.89695684888903,0.0,10168.0,3.9717273188420874,52,0
yoga,high,69.97392324642631,127.01743375705921,489.64046321779233,0.0,316.0,8.485842865421247,29,0
cycling,low,39.15209759537386,151.18322715847228,200.67780755054375,6.517590763263628,4658.0,3.3573510135833287,25,0
running,high,70.24916855990193,123.07315951450914,166.04962876778416,12.85394315854485,14075.0,3.343832399692345,21,0
yoga,low,65.35074882151505,133.66868305869602,244.3072289919728,0.0,8075.0,3.1030337956519274,51,0
swimming,high,80.7319712409591,144.83013641707157,105.66750117070592,19.052546003504908,12173.0,8.030528128203647,58,0
yoga,medium,53.22026227676976,136.5566153218482,611.2245756033327,0.0,9870.0,7.318389316506445,30,1
running,high,12.430778470208567,145.99275063231175,269.0803988549934,8.163381637668191,9161.0,3.3546156061724646,48,1
swimming,low,58.32294091384249,97.90775301429133,155.5026038863038,2.9767252732861826,2868.0,3.3493177360838065,29,0
weightlifting,low,87.19194640937249,152.81854587327706,50.00081607544515,0.0,8615.0,3.9991051283863897,50,1
weightlifting,medium,67.60170921017934,120.30056224774242,86.2565050692071,0.0,595.0,7.153863249135592,25,0
cycling,low,67.91252087224237,153.24436403380383,178.7908749219002,17.22346810999173,12024.0,5.1198177967283796,39,1
yoga,low,45.18539100847121,135.89230984734695,300.5921915248965,0.0,14401.0,7.862195913368899,51,1
running,high,42.09143535528302,138.72635813848473,410.9421387437705,13.137940797549266,12810.0,8.76588359042766,58,0
weightlifting,high,74.7016237204192,156.0780569368642,638.6183704346266,0.0,,6.9101725746232585,46,0
cycling,medium,17.000013552840514,88.46176502822956,584.2863258186865,6.190987724969177,5079.0,5.837657419685822,46,0
cycling,high,87.97953446090223,149.6364408331086,195.3524492338619,8.622709634049286,4770.0,8.225644120781315,35,0
weightlifting,low,88.86609210194683,103.38905370161817,416.92714239059256,0.0,1690.0,4.640544192011155,25,0
swimming,low,,145.7023678748569,602.9250982927424,6.954135311078449,,7.321486775679665,51,0
weightlifting,high,22.210984578673685,97.91543964499894,110.96140874826186,0.0,11961.0,3.231360397868432,21,0
running,low,20.38397614246103,117.48867197069166,562.4233612319281,19.72052490127728,4705.0,4.581560040661591,49,0
yoga,high,90.46196709464927,91.13798342774746,287.6424165509021,0.0,12942.0,6.86278498641049,31,0
weightlifting,medium,46.101285989988355,144.4274983806676,519.0124615751902,0.0,,7.488129706303416,20,1
running,high,,103.40970731691165,243.55830301622123,4.1860517301686695,1937.0,5.623673296188327,24,0
cycling,high,44.399319536811674,117.8595247780548,425.43370689272086,12.309755668463389,11502.0,5.798902432317991,40,1
running,high,69.3553502808288,143.63585854612285,354.20949756611475,15.870684198102527,13239.0,7.486655703801621,31,0
cycling,low,24.53442812366605,109.70877738218567,112.6527234370844,11.877494533880775,2959.0,7.414259237625246,23,0
cycling,high,53.844750227624324,150.83158968890552,505.88125739342667,14.953853896857542,8604.0,7.418920721733812,31,0
running,low,69.40456727934142,120.84310265728142,543.7665471286865,4.266510107482304,9581.0,8.412900261975464,51,0
weightlifting,low,74.86949525991695,155.46308213810494,339.790910911047,0.0,9140.0,3.4806512257721764,48,0
cycling,medium,11.103631099380337,141.71665421743836,282.80619708334416,3.124080903354167,1443.0,4.755878594943602,37,1
weightlifting,low,82.98067824686893,159.489304358168,618.4950020445821,0.0,9917.0,7.447567897117098,33,0
yoga,high,49.07616395328042,137.00940490745845,274.5857814370037,0.0,9479.0,8.365457175664254,59,1
running,high,49.2219132678791,105.01655385010551,577.7712886782864,15.463508458597655,12358.0,8.08221286482691,39,0
yoga,high,60.61247723792411,122.40931245146217,301.14443152966476,0.0,12052.0,5.692451781963901,46,1
yoga,high,35.2121965851842,155.2332195642119,274.1097151476911,0.0,4907.0,7.7919044548464305,53,0
running,high,,153.96448369470068,266.85658117731356,7.027858393622035,10830.0,6.527326864248608,39,0
running,low,,100.04881448045248,85.99849181606149,7.6148602878739435,13009.0,3.6376461459690734,44,0
cycling,high,58.84455049407856,100.47944113693895,216.3911655844868,17.04722623610843,13394.0,8.064763478751107,36,0
running,low,,100.21361004660817,187.68807584085033,13.205598704981657,2422.0,5.465516406964283,53,1
swimming,low,65.4504694303146,130.03986589799726,87.40661629465777,10.687047525394,400.0,3.0840133884781875,50,0
swimming,high,91.17159774197641,95.55628081716301,374.94118458110705,4.722290251526646,9762.0,4.240606616090039,36,1
yoga,high,89.43729860423136,,315.3206694991644,0.0,3220.0,4.343767489172558,52,0
swimming,high,22.121215100731725,105.57884449453627,65.06500359379844,3.2751500375721654,8455.0,3.367798393186039,27,0
swimming,medium,66.23818739622398,147.0257328690226,143.55146427366526,3.3075668010810477,14172.0,8.767022451704058,32,1
cycling,high,90.32970959294909,99.70475644926495,601.2244359738698,8.378031520334936,5689.0,5.5701282330558834,46,0
swimming,low,28.02478419258796,154.1202449937632,130.16304271160038,6.614245093884376,3791.0,6.34940089114837,23,0
swimming,low,47.32670953682131,106.51214151299207,273.99693159762666,10.942910674118702,6847.0,6.574072216588098,57,1
weightlifting,low,74.18396688072447,82.78732168026987,620.4659529080532,0.0,9858.0,8.66131916583322,18,1
yoga,low,76.42923363139975,92.94773210278797,118.01353575294587,0.0,1516.0,6.274792246579308,57,0
yoga,medium,50.606004401138456,,295.8970940290246,0.0,,5.051952624998501,30,1
swimming,low,67.47567189471903,93.62328341644672,530.6682997941384,16.356289016006798,2005.0,5.621168941087773,55,1
cycling,medium,70.20270006155533,100.06100390585212,61.4500767346174,11.530334712860578,,4.852595553881983,30,0
cycling,medium,41.78105152857465,159.62954792423682,90.69442671339715,5.172951931293619,12458.0,7.536170796423061,50,0
swimming,medium,68.68662163619044,113.35558012070939,607.9570913163473,15.819733257287456,5652.0,8.224555511411118,40,1
swimming,medium,61.968021464199765,,460.5389584560849,16.72365000888684,5575.0,4.0724254870162735,36,0
cycling,high,72.76473582111275,123.58055778444445,206.6227572633529,1.8826505656359882,8092.0,3.178645155859294,40,0
running,high,56.04805245583827,117.4952085465606,338.1435270211313,16.9285810091218,3225.0,8.201745958800393,59,1
running,high,,151.79223010984325,199.3687330426249,18.404097459183955,3711.0,6.888312023983976,55,0
running,high,49.09619986850949,82.91887469584704,585.4631538548879,4.048445873398972,4947.0,8.600116423833995,30,0
cycling,medium,93.0215205610723,110.47296229282495,619.8847320549135,3.6694359180071667,,5.011752036263555,28,1
swimming,medium,26.87997666966321,116.10623409949167,92.61613660268338,14.527223685692386,1222.0,4.192879274235984,57,1
cycling,high,23.347253329300393,134.78057554763546,364.4504919995259,9.60826139831402,11290.0,8.395529212534107,23,0
running,medium,11.093759389190955,138.27416768211066,160.42292453304057,1.4792327386767568,8685.0,3.374863747678182,21,0
cycling,medium,86.69317788527327,80.26084692821112,292.6293451212606,12.267803682394774,4495.0,7.700564258468644,45,1
yoga,high,98.97833418524465,87.82962035288976,494.71673616747,0.0,1163.0,7.773808006849824,25,1
cycling,high,,99.0994713555587,477.9967507468921,14.583896135657728,11447.0,8.047923549440439,18,1
weightlifting,medium,33.94882426378048,106.7193445233199,163.88890709262637,0.0,1966.0,5.766183006650197,45,1
swimming,medium,27.853498460743804,141.41848191411714,249.36655963303272,0.853493969883754,,4.351311174512558,22,1
